,Unnamed: 0,Filename,Unnamed: 1,Unnamed: 2,Blind_x,Visual_x,Visually Impaired_x,Unnamed: 6,Unnamed: 7,Comment_x,Unnamed: 9,Assign value 1 in the category for which you believe dog belongs based on the results of the visual maze testing,Preemptive Navigation_x,Reactive Turn_x,Disoriented Circling_x,Mean Speed (pixels/sec)_x,Visual Status_x,Expert Status,Blind_y,Visual_y,Visually Impaired_y,Comment_y,Preemptive Navigation_y,Reactive Turn_y,Disoriented Circling_y,Mean Speed (pixels/sec)_y,Visual Status_y,Non-Expert Status
124,192,2021-08-12_10-32-58_000.mov,,,,1.0,,,,,,,24.0,48.0,8.0,965.7843457,2.0,3.0,,,1.0,Seems to hear owner,24,48,8,965.7843457,2,2.0
125,193,2021-08-12_10-44-12_000.mov,,,,,1.0,,,,,,45.0,81.0,10.0,993.9251261,2.0,2.0,1.0,,,,45,81,10,993.9251261,2,1.0
126,194,2021-08-16_11-49-15_000.mov,,,,1.0,,,,,,,15.0,36.0,6.0,1253.416201,2.0,3.0,,,1.0,Walks slow,15,36,6,1253.416201,2,2.0
127,195,2021-08-17_13-39-56_000.mov,,,1.0,,,,,,,,16.0,33.0,5.0,1353.048588,2.0,1.0,1.0,,,,16,33,5,1353.048588,2,1.0
128,196,2021-08-17_15-27-32_000.mov,,,,,,,,doesn’t move at all,,,20.0,30.0,3.0,1045.902701,2.0,,1.0,,,,20,30,3,1045.902701,2,1.0
129,197,2021-08-24_12-56-59_000.mov,,,,1.0,,,,,,,27.0,60.0,13.0,1220.225851,2.0,3.0,1.0,,,,27,60,13,1220.225851,2,1.0
130,198,2021-08-27_14-35-57_000.mov,,,,,1.0,,,,,,15.0,33.0,4.0,1102.685387,2.0,2.0,1.0,,,,15,33,4,1102.685387,2,1.0
131,199,2021-08-30_16-22-06_000.mov,,,1.0,,,,,,,,37.0,44.0,6.0,949.2466881,2.0,1.0,1.0,,,,37,44,6,949.2466881,2,1.0
132,200,2021-09-02_12-23-47_000.mov,,,1.0,,,,,,,,27.0,53.0,10.0,1186.857045,2.0,1.0,1.0,,,,27,53,10,1186.857045,2,1.0
133,201,2021-09-13_10-28-16_000.mov,,,1.0,,,,,,,,18.0,34.0,7.0,1037.082356,2.0,1.0,1.0,,,,18,34,7,1037.082356,2,1.0
134,202,2021-09-14_12-06-08_000.mov,,,1.0,,,,,,,,13.0,53.0,13.0,1062.259792,2.0,1.0,1.0,,,,13,53,13,1062.259792,2,1.0
135,203,2021-09-20_15-14-59_000.mov,,,1.0,,,,,,,,24.0,43.0,5.0,1107.633077,2.0,1.0,,1.0,,,24,43,5,1107.633077,2,3.0
136,204,2021-09-20_16-18-09_000.mov,,,1.0,,,,,,,,15.0,39.0,7.0,989.2166198,2.0,1.0,,,1.0,Walks without orientation,15,39,7,989.2166198,2,2.0
137,205,2021-09-21_17-08-35_000.mov,,,,,1.0,,,there is no enough data,,,8.0,30.0,1.0,1243.24285,2.0,2.0,,,1.0,Walks unsure,8,30,1,1243.24285,2,2.0
138,206,2021-09-23_11-22-50_000.mov,,,,1.0,,,,,,,37.0,80.0,16.0,1174.21485,2.0,3.0,1.0,,,,37,80,16,1174.21485,2,1.0
139,207,2021-09-24_11-12-25_000.mov,,,,1.0,,,,,,,15.0,35.0,1.0,1118.328627,2.0,3.0,,1.0,,,15,35,1,1118.328627,2,3.0
140,208,2021-10-05_10-04-26_000.mov,,,1.0,,,,,,,,41.0,90.0,20.0,1017.649974,2.0,1.0,1.0,,,,41,90,20,1017.649974,2,1.0
141,209,2021-10-11_17-12-55_000.mov,,,,1.0,,,,,,,28.0,57.0,4.0,1134.355562,2.0,3.0,,,1.0,Seems to smell objects,28,57,4,1134.355562,2,2.0
142,210,2021-10-12_10-43-00_000.mov,,,1.0,,,,,,,,53.0,118.0,28.0,1039.343364,2.0,1.0,1.0,,,,53,118,28,1039.343364,2,1.0
143,211,2021-10-19_12-07-43_000.mov,,,1.0,,,,,,,,30.0,78.0,12.0,1073.882525,2.0,1.0,1.0,,,,30,78,12,1073.882525,2,1.0
144,212,2021-10-21_12-09-42_000.mov,,,1.0,,,,,,,,42.0,52.0,8.0,744.71557,2.0,1.0,1.0,,,,42,52,8,744.71557,2,1.0
145,213,2021-11-02_13-02-05_000.mov,,,1.0,,,,,doesn’t move at all,,,26.0,65.0,23.0,801.3862781,2.0,1.0,1.0,,,,26,65,23,801.3862781,2,1.0
146,214,2021-11-08_16-13-25_000.mov,,,1.0,,,,,,,,30.0,57.0,8.0,1205.523863,2.0,1.0,1.0,,,,30,57,8,1205.523863,2,1.0
147,215,2021-11-09_10-01-28_000.mov,,,,,1.0,,,,,,9.0,33.0,1.0,1432.509465,2.0,2.0,,,1.0,,9,33,1,1432.509465,2,2.0
148,216,2021-12-10_14-54-26_000.mov,,,,1.0,,,,,,,5.0,25.0,4.0,1489.665076,1.0,3.0,,1.0,,,5,25,4,1489.665076,1,3.0
149,217,2021-12-13_12-12-39_000.mov,,,1.0,,,,,,,,48.0,41.0,9.0,815.7215594,2.0,1.0,1.0,,,,48,41,9,815.7215594,2,1.0
150,218,2021-12-14_11-05-54_000.mov,,,,1.0,,,,,,,37.0,81.0,23.0,1010.556388,2.0,3.0,1.0,,,,37,81,23,1010.556388,2,1.0
151,219,2021-12-16_10-34-06_000.mov,,,1.0,,,,,,,,43.0,57.0,14.0,789.2911904,2.0,1.0,1.0,,,,43,57,14,789.2911904,2,1.0
152,220,2021-12-20_11-45-58_000.mov,,,1.0,,,,,,,,42.0,59.0,16.0,844.0585976,2.0,1.0,1.0,,,,42,59,16,844.0585976,2,1.0
153,221,2022-01-04_16-07-54_000.mov,,,,1.0,,,,,,,2.0,30.0,5.0,1509.985094,1.0,3.0,,1.0,,,2,30,5,1509.985094,1,3.0
154,222,2022-01-13_11-06-39_000.mov,,,1.0,,,,,,,,30.0,38.0,3.0,832.5210159,2.0,1.0,1.0,,,,30,38,3,832.5210159,2,1.0
155,223,2022-01-25_10-35-49_000.mov,,,1.0,,,,,,,,30.0,33.0,6.0,874.7026779,2.0,1.0,,,1.0,,30,33,6,874.7026779,2,2.0
156,224,2022-01-31_16-25-39_000.mov,,,1.0,,,,,,,,27.0,46.0,8.0,898.3449327,2.0,1.0,1.0,,,,27,46,8,898.3449327,2,1.0
157,225,2022-02-01_12-08-09_000.mov,,,1.0,,,,,,,,18.0,31.0,9.0,1099.210923,2.0,1.0,1.0,,,,18,31,9,1099.210923,2,1.0
158,226,2022-02-08_11-25-30_000.mov,,,1.0,,,,,,,,24.0,40.0,5.0,850.1016735,2.0,1.0,1.0,,,,24,40,5,850.1016735,2,1.0
159,227,2022-02-22_11-11-41_000.mov,,,1.0,,,,,doesn’t move at all,,,26.0,38.0,10.0,840.8093752,2.0,1.0,1.0,,,,26,38,10,840.8093752,2,1.0
160,228,2022-02-25_11-34-14_000.mov,,,,1.0,,,,,,,11.0,39.0,4.0,1237.741036,2.0,3.0,,,1.0,Walks without orientation,11,39,4,1237.741036,2,2.0
161,229,2022-03-25_09-28-34_000.mov,,,,,1.0,,,,,,26.0,37.0,7.0,756.3743726,2.0,2.0,1.0,,,,26,37,7,756.3743726,2,1.0
162,230,2022-04-01_13-46-21_000.mov,,,,1.0,,,,,,,18.0,49.0,16.0,898.3088577,2.0,3.0,,,1.0,Walks without orientation,18,49,16,898.3088577,2,2.0
163,231,2022-04-22_12-34-24_000.mov,,,,1.0,,,,,,,13.0,24.0,4.0,948.9570375,2.0,3.0,,1.0,,,13,24,4,948.9570375,2,3.0
164,232,2022-04-22_14-57-10_000.mov,,,,,1.0,,,"the dog hit his head once, but on the side without an eye",,,37.0,76.0,13.0,1077.475958,2.0,2.0,1.0,,,,37,76,13,1077.475958,2,1.0
165,233,2022-04-28_10-47-40_000.mov,,,1.0,,,,,,,,31.0,49.0,12.0,933.5330379,2.0,1.0,1.0,,,,31,49,12,933.5330379,2,1.0
166,234,2022-05-06_10-27-36_000.mov,,,1.0,,,,,,,,29.0,49.0,15.0,833.7370857,2.0,1.0,1.0,,,,29,49,15,833.7370857,2,1.0
167,235,2022-05-10_13-37-34_000.mov,,,1.0,,,,,,,,15.0,27.0,2.0,891.631236,2.0,1.0,1.0,,,,15,27,2,891.631236,2,1.0
168,236,2022-07-21_12-12-27_000.mov,,,,1.0,,,,,,,55.0,55.0,7.0,653.4869084,2.0,3.0,,,1.0,Seems to smell objects,55,55,7,653.4869084,2,2.0
169,237,2022-07-21_12-35-36_000.mov,,,1.0,,,,,,,,45.0,53.0,13.0,836.9962169,2.0,1.0,1.0,,,,45,53,13,836.9962169,2,1.0
170,238,2022-07-25_11-07-09_000.mov,,,1.0,,,,,,,,23.0,45.0,10.0,959.7602722,2.0,1.0,1.0,,,,23,45,10,959.7602722,2,1.0
171,239,2022-08-05_12-37-33_000.mov,,,1.0,,,,,,,,32.0,71.0,14.0,929.1050803,2.0,1.0,1.0,,,,32,71,14,929.1050803,2,1.0
172,240,2022-08-09_10-35-02_000.mov,,,1.0,,,,,,,,9.0,35.0,6.0,1218.810857,2.0,1.0,1.0,,,,9,35,6,1218.810857,2,1.0
173,241,2022-08-18_10-27-33_000.mov,,,,,1.0,,,there is no enough data,,,6.0,26.0,2.0,1546.133072,1.0,2.0,,,1.0,Seems to smell objects,6,26,2,1546.133072,1,2.0
174,242,2022-08-29_10-46-38_000.mov,,,,,1.0,,,there is no enough data,,,9.0,36.0,3.0,1032.318032,2.0,2.0,,1.0,,,9,36,3,1032.318032,2,3.0
175,243,2022-09-26_14-52-58_000.mov,,,1.0,,,,,,,,32.0,49.0,9.0,953.6559938,2.0,1.0,1.0,,,,32,49,9,953.6559938,2,1.0
176,244,2022-09-29_10-40-26_000.mov,,,1.0,,,,,,,,53.0,71.0,17.0,966.1717659,2.0,1.0,1.0,,,,53,71,17,966.1717659,2,1.0
177,245,2022-10-07_10-21-01_000.mov,,,,1.0,,,,it passed it but i think it couldnt see well,,,8.0,35.0,5.0,1241.15443,2.0,3.0,,,1.0,Seems to hear calling,8,35,5,1241.15443,2,2.0
178,246,2022-10-11_09-56-13_000.mov,,,1.0,,,,,,,,32.0,42.0,10.0,864.9434685,2.0,1.0,1.0,,,,32,42,10,864.9434685,2,1.0
179,247,2022-10-11_10-37-28_000.mov,,,1.0,,,,,,,,4.0,25.0,3.0,1297.114727,1.0,1.0,,,1.0,Seems to hear calling,4,25,3,1297.114727,1,2.0
180,248,2022-11-18_15-59-50_000.mov,,,,1.0,,,,,,,9.0,30.0,3.0,990.9239719,2.0,3.0,,1.0,,,9,30,3,990.9239719,2,3.0
181,249,2022-12-05_16-37-25_000.mov,,,1.0,,,,,,,,41.0,61.0,18.0,715.4759465,2.0,1.0,1.0,,,,41,61,18,715.4759465,2,1.0
182,250,2022-12-06_10-40-31_000.mov,,,1.0,,,,,,,,23.0,49.0,4.0,1008.015787,2.0,1.0,1.0,,,,23,49,4,1008.015787,2,1.0
183,251,2023-01-09_17-03-29_000.mov,,,1.0,,,,,,,,44.0,38.0,11.0,633.7956184,2.0,1.0,,,1.0,Seems to smell objects,44,38,11,633.7956184,2,2.0
184,252,2023-01-16_10-41-51_000 (1).mov,,,1.0,,,,,,,,4.0,18.0,1.0,1407.514909,1.0,1.0,1.0,,,,4,18,1,1407.514909,1,1.0
185,253,2023-01-16_10-41-51_000.mov,,,1.0,,,,,,,,4.0,18.0,1.0,1407.514909,1.0,1.0,1.0,,,,4,18,1,1407.514909,1,1.0
186,254,2023-01-26_11-45-32_000 (1).mov,,,1.0,,,,,,,,13.0,32.0,2.0,1317.940748,2.0,1.0,1.0,,,,13,32,2,1317.940748,2,1.0
187,255,2023-01-26_11-45-32_000.mov,,,1.0,,,,,,,,13.0,32.0,2.0,1317.940748,2.0,1.0,1.0,,,,13,32,2,1317.940748,2,1.0
188,256,2023-01-30_11-07-17_000.mov,,,1.0,,,,,,,,35.0,42.0,7.0,839.640308,2.0,1.0,1.0,,,,35,42,7,839.640308,2,1.0
189,257,2023-01-31_12-51-12_000.mov,,,,,,,,a possible moment of collision was blocked by a basket,,,13.0,32.0,2.0,1114.963381,2.0,,1.0,,,,13,32,2,1114.963381,2,1.0
190,258,2023-02-14_12-32-25_000.mov,,,1.0,,,,,,,,2.0,16.0,1.0,1348.118022,1.0,1.0,,,1.0,Seems to smell objects,2,16,1,1348.118022,1,2.0
191,259,2023-03-03_10-27-13_000.mov,,,1.0,,,,,,,,22.0,60.0,21.0,889.0114993,2.0,1.0,,,1.0,Seems to smell objects,22,60,21,889.0114993,2,2.0
192,260,2023-03-10_11-30-13_000.mov,,,1.0,,,,,,,,20.0,42.0,9.0,948.52287,2.0,1.0,1.0,,,,20,42,9,948.52287,2,1.0
193,261,2023-03-16_10-23-03_000.mov,,,,,1.0,,,almost blind,,,29.0,42.0,9.0,1161.64314,2.0,2.0,1.0,,,,29,42,9,1161.64314,2,1.0
194,262,2023-04-04_11-31-17_000.mov,,,1.0,,,,,,,,13.0,29.0,6.0,1179.645176,2.0,1.0,1.0,,,,13,29,6,1179.645176,2,1.0
195,263,2023-04-10_10-22-53_000.mov,,,1.0,,,,,blind or almost blind,,,7.0,35.0,3.0,1425.76303,1.0,1.0,1.0,,,,7,35,3,1425.76303,1,1.0
196,264,2023-05-04_11-00-40_000.mov,,,1.0,,,,,,,,29.0,54.0,5.0,1066.43083,2.0,1.0,1.0,,,,29,54,5,1066.43083,2,1.0
197,265,2023-05-05_12-14-04_000.mov,,,1.0,,,,,there is no enough data,,,13.0,33.0,4.0,1106.460655,2.0,1.0,1.0,,,,13,33,4,1106.460655,2,1.0
198,266,2023-05-16_11-56-37_000.mov,,,1.0,,,,,blind or almost blind,,,24.0,49.0,16.0,715.8389819,2.0,1.0,1.0,,,,24,49,16,715.8389819,2,1.0
199,267,2023-06-08_11-17-33_000.mov,,,1.0,,,,,,,,41.0,60.0,14.0,872.3517897,2.0,1.0,1.0,,,,41,60,14,872.3517897,2,1.0
200,268,2023-06-09_12-01-57_000.mov,,,1.0,,,,,,,,11.0,28.0,2.0,1182.952677,2.0,1.0,1.0,,,,11,28,2,1182.952677,2,1.0
201,269,2023-06-13_09-27-56_000.mov,,,,1.0,,,,probably decreased. I guess,,,8.0,23.0,8.0,963.0769913,2.0,3.0,,1.0,,,8,23,8,963.0769913,2,3.0
202,270,2023-06-16_12-00-41_000.mov,,,1.0,,,,,,,,3.0,22.0,5.0,1004.697444,1.0,1.0,1.0,,,,3,22,5,1004.697444,1,1.0
203,271,2023-06-29_14-23-32_000.mov,,,1.0,,,,,,,,4.0,23.0,3.0,1975.356691,1.0,1.0,,1.0,,,4,23,3,1975.356691,1,3.0
204,272,2023-07-11_10-51-50_000.mov,,,1.0,,,,,probably it could see big objects,,,17.0,22.0,5.0,564.4529033,2.0,1.0,1.0,,,,17,22,5,564.4529033,2,1.0
205,273,2023-07-14_10-35-28_000.mov,,,1.0,,,,,,,,13.0,27.0,4.0,1017.978192,2.0,1.0,1.0,,,,13,27,4,1017.978192,2,1.0
206,274,2023-07-28_13-38-42_000.mov,,,,,1.0,,,there is no enough data,,,15.0,25.0,4.0,1014.373054,2.0,2.0,1.0,,,,15,25,4,1014.373054,2,1.0
207,275,2023-08-03_13-16-43_000.mov,,,1.0,,,,,,,,18.0,30.0,4.0,977.9680214,2.0,1.0,1.0,,,,18,30,4,977.9680214,2,1.0
208,276,2023-09-08_12-16-26_000.mov,,,1.0,,,,,,,,28.0,44.0,12.0,793.9708836,2.0,1.0,1.0,,,,28,44,12,793.9708836,2,1.0
209,277,2023-09-12_11-25-07_000.mov,,,,1.0,,,,,,,9.0,38.0,5.0,1245.653966,2.0,3.0,,1.0,,,9,38,5,1245.653966,2,3.0
210,278,2023-09-14_10-17-33_000.mov,,,,1.0,,,,,,,7.0,21.0,1.0,1360.652994,1.0,3.0,,1.0,,,7,21,1,1360.652994,1,3.0
211,279,2023-10-06_12-34-00_000.mov,,,1.0,,,,,,,,33.0,65.0,15.0,970.990583,2.0,1.0,1.0,,,,33,65,15,970.990583,2,1.0
212,280,2023-10-12_09-55-49_000.mov,,,1.0,,,,,,,,51.0,68.0,17.0,947.2223039,2.0,1.0,1.0,,,,51,68,17,947.2223039,2,1.0
213,281,2023-10-16_11-03-30_000.mov,,,1.0,,,,,,,,11.0,20.0,6.0,819.3778445,2.0,1.0,1.0,,,,11,20,6,819.3778445,2,1.0
214,282,2023-10-17_10-48-43_000.mov,,,1.0,,,,,,,,14.0,38.0,11.0,1113.793764,2.0,1.0,1.0,,,,14,38,11,1113.793764,2,1.0
215,283,2023-10-27_14-05-34_000.mov,,,,1.0,,,,there is no enough data,,,14.0,48.0,11.0,1034.922501,2.0,3.0,1.0,,,,14,48,11,1034.922501,2,1.0
216,284,2023-11-09_11-54-49_000.mov,,,1.0,,,,,,,,16.0,23.0,7.0,664.9977418,2.0,1.0,1.0,,,,16,23,7,664.9977418,2,1.0
217,285,2023-11-14_10-05-28_000.mov,,,1.0,,,,,,,,15.0,47.0,9.0,1303.819297,2.0,1.0,1.0,,,,15,47,9,1303.819297,2,1.0
218,286,2023-11-22_19-15-28_000.mov,,,1.0,,,,,,,,37.0,43.0,9.0,810.975587,2.0,1.0,1.0,,,,37,43,9,810.975587,2,1.0
219,287,2023-11-30_11-16-30_000.mov,,,1.0,,,,,,,,21.0,45.0,9.0,924.35859,2.0,1.0,,,1.0,Seems to smell objects,21,45,9,924.35859,2,2.0
220,288,2023-12-07_15-09-56_000.mov,,,,1.0,,,,there is no enough data,,,14.0,26.0,5.0,1155.089298,2.0,3.0,,1.0,,,14,26,5,1155.089298,2,3.0
221,289,2023-12-14_11-10-13_000.mov,,,,,1.0,,,,,,22.0,28.0,7.0,890.8904039,2.0,2.0,1.0,,,,22,28,7,890.8904039,2,1.0
222,290,2024-01-02_10-09-05_000.mov,,,1.0,,,,,,,,15.0,36.0,12.0,1017.266194,2.0,1.0,1.0,,,,15,36,12,1017.266194,2,1.0
223,291,2024-01-11_11-11-23_000.mov,,,,,1.0,,,,,,8.0,22.0,2.0,1347.321893,2.0,2.0,,,1.0,Walks very slow,8,22,2,1347.321893,2,2.0
224,292,2024-01-23_11-51-44_000.mov,,,,1.0,,,,,,,26.0,37.0,6.0,896.5992547,2.0,3.0,,1.0,,,26,37,6,896.5992547,2,3.0
225,293,2024-02-09_13-37-59_000.mov,,,1.0,,,,,,,,22.0,27.0,7.0,638.4328525,2.0,1.0,1.0,,,,22,27,7,638.4328525,2,1.0
226,294,2024-02-12_12-30-59_000.mov,,,1.0,,,,,,,,6.0,42.0,8.0,1571.242569,1.0,1.0,1.0,,,,6,42,8,1571.242569,1,1.0
227,295,2024-02-15_10-45-29_000.mov,,,1.0,,,,,,,,29.0,27.0,11.0,630.1176043,2.0,1.0,1.0,,,,29,27,11,630.1176043,2,1.0
228,296,2024-02-15_11-50-58_000.mov,,,1.0,,,,,,,,20.0,23.0,3.0,1020.543813,2.0,1.0,1.0,,,,20,23,3,1020.543813,2,1.0
229,297,2024-02-26_11-16-32_000.mov,,,1.0,,,,,,,,16.0,36.0,9.0,1104.434103,2.0,1.0,1.0,,,,16,36,9,1104.434103,2,1.0
230,298,2024-03-04_10-43-45_000.mov,,,1.0,,,,,,,,7.0,29.0,7.0,1150.689114,1.0,1.0,1.0,,,,7,29,7,1150.689114,1,1.0
231,299,2024-03-07_11-02-10_000.mov,,,1.0,,,,,,,,16.0,34.0,4.0,1252.997402,2.0,1.0,1.0,,,,16,34,4,1252.997402,2,1.0
232,300,2024-03-13_09-35-34_000.mov,,,,1.0,,,,,,,4.0,18.0,3.0,1496.989791,1.0,3.0,,1.0,,,4,18,3,1496.989791,1,3.0
233,301,2024-03-18_16-09-34_000.mov,,,1.0,,,,,,,,45.0,34.0,10.0,629.8811312,2.0,1.0,1.0,,,,45,34,10,629.8811312,2,1.0
234,302,2024-03-25_09-27-27_000.mov,,,1.0,,,,,there is no enough data,,,14.0,32.0,10.0,1089.113071,2.0,1.0,1.0,,,,14,32,10,1089.113071,2,1.0
235,303,2024-03-26_12-15-29_000.mov,,,,1.0,,,,,,,1.0,23.0,1.0,1514.813269,1.0,3.0,,,1.0,Seems to smell objects,1,23,1,1514.813269,1,2.0
236,304,2024-04-01_11-25-35_000.mov,,,1.0,,,,,,,,5.0,12.0,3.0,1165.988162,1.0,1.0,1.0,,,,5,12,3,1165.988162,1,1.0
237,305,2024-04-16_10-28-44_000.mov,,,,,1.0,,,almost blind,,,32.0,63.0,15.0,993.9476508,2.0,2.0,,,1.0,Hits chair once,32,63,15,993.9476508,2,2.0
238,306,2024-04-23_11-20-52_000.mov,,,1.0,,,,,,,,30.0,59.0,15.0,974.1954445,2.0,1.0,1.0,,,,30,59,15,974.1954445,2,1.0
239,307,2024-05-03_12-21-17_000.mov,,,1.0,,,,,,,,4.0,14.0,3.0,990.7483491,1.0,1.0,,,1.0,Walks slow,4,14,3,990.7483491,1,2.0
240,308,2024-05-06_11-37-54_000.mov,,,1.0,,,,,,,,11.0,35.0,2.0,1234.119505,2.0,1.0,1.0,,,,11,35,2,1234.119505,2,1.0
241,309,2024-05-06_15-12-00_000.mov,,,,,1.0,,,probably collided once but the obstacle blocked this fact,,,9.0,23.0,5.0,1326.631434,2.0,2.0,,,1.0,Walks slow,9,23,5,1326.631434,2,2.0
242,310,2024-05-07_16-17-12_000.mov,,,1.0,,,,,,,,42.0,84.0,19.0,981.9234951,2.0,1.0,1.0,,,,42,84,19,981.9234951,2,1.0
243,311,2024-05-09_11-10-46_000.mov,,,,,1.0,,,no enough data,,,33.0,30.0,9.0,727.9431828,2.0,2.0,,,1.0,Walks without orientation,33,30,9,727.9431828,2,2.0
244,312,2024-05-16_11-54-35_000.mov,,,1.0,,,,,,,,11.0,18.0,5.0,960.878689,2.0,1.0,1.0,,,,11,18,5,960.878689,2,1.0
245,313,2024-06-17_11-47-49_000.mov,,,1.0,,,,,,,,12.0,26.0,3.0,828.187575,2.0,1.0,1.0,,,,12,26,3,828.187575,2,1.0
246,314,2024-06-21_10-49-08_000.mov,,,,,1.0,,,no enough data,,,19.0,26.0,4.0,887.4845017,2.0,2.0,,,1.0,Seems to smell objects,19,26,4,887.4845017,2,2.0
247,315,2024-07-09_13-01-49_000.mov,,,1.0,,,,,,,,15.0,49.0,5.0,1304.157039,2.0,1.0,1.0,,,,15,49,5,1304.157039,2,1.0
248,316,2024-07-15_11-54-13_000.mov,,,1.0,,,,,,,,12.0,20.0,1.0,1328.669918,2.0,1.0,1.0,,,,12,20,1,1328.669918,2,1.0
249,317,2024-07-25_10-46-27_000.mov,,,1.0,,,,,"no enough data, may be was blind",,,13.0,74.0,16.0,1370.430577,2.0,1.0,1.0,,,,13,74,16,1370.430577,2,1.0
250,318,2024-07-30_10-45-00_000 (1).mov,,,1.0,,,,,,,,24.0,31.0,7.0,736.8161831,2.0,1.0,1.0,,,,24,31,7,736.8161831,2,1.0
251,319,2024-08-05_14-33-21_000.mov,,,1.0,,,,,,,,29.0,54.0,13.0,956.0325232,2.0,1.0,1.0,,,,29,54,13,956.0325232,2,1.0
252,320,2024-08-06_11-34-36_000.mov,,,1.0,,,,,no enough data,,,21.0,23.0,5.0,476.2247016,2.0,1.0,1.0,,,,21,23,5,476.2247016,2,1.0
253,321,2024-08-07_10-09-17_000.mov,,,,1.0,,,,passed it but maybe had decreased sight,,,8.0,28.0,5.0,1047.90173,2.0,3.0,,1.0,,,8,28,5,1047.90173,2,3.0
254,322,2024-08-08_11-46-28_000.mov,,,1.0,,,,,,,,24.0,29.0,12.0,626.0666864,2.0,1.0,1.0,,,,24,29,12,626.0666864,2,1.0
255,323,2024-08-13_13-02-50_000.mov,,,1.0,,,,,,,,15.0,35.0,5.0,1038.866194,2.0,1.0,1.0,,,head turned to the side,15,35,5,1038.866194,2,1.0
256,324,2024-08-15_11-00-43_000.mov,,,1.0,,,,,,,,13.0,11.0,5.0,722.1905207,2.0,1.0,1.0,,,,13,11,5,722.1905207,2,1.0
257,325,2024-08-20_10-59-50_000.mov,,,1.0,,,,,probably it could see big objects,,,23.0,33.0,10.0,1091.002282,2.0,1.0,,,1.0,,23,33,10,1091.002282,2,2.0
258,326,2024-08-27_15-16-11_000.mov,,,1.0,,,,,probably it could see big objects,,,32.0,52.0,9.0,900.5547575,2.0,1.0,,,1.0,,32,52,9,900.5547575,2,2.0
259,327,2024-08-29_15-26-27_000.mov,,,1.0,,,,,,,,33.0,56.0,12.0,1341.529934,2.0,1.0,1.0,,,,33,56,12,1341.529934,2,1.0
260,328,2024-09-09_11-10-39_000.mov,,,,1.0,,,,,,,10.0,13.0,2.0,941.0227467,2.0,3.0,,,1.0,walks straight to the owner,10,13,2,941.0227467,2,2.0
261,329,2024-09-19_10-39-41_000.mov,,,1.0,,,,,,,,21.0,17.0,4.0,807.7008581,3.0,1.0,1.0,,,,21,17,4,807.7008581,3,1.0
262,330,2024-09-24_14-46-58_000.mov,,,1.0,,,,,probably it could see big objects,,,1.0,17.0,0.0,1835.315958,1.0,1.0,,,1.0,avoid almost all objects,1,17,0,1835.315958,1,2.0
263,331,2024-09-26_10-06-32_000.mov,,,,,1.0,,,probably was blind but lucky,,,12.0,25.0,4.0,1080.640578,2.0,2.0,,,1.0,,12,25,4,1080.640578,2,2.0
264,332,2024-10-01_12-49-28_000.mov,,,,,1.0,,,,,,17.0,32.0,5.0,1039.435937,2.0,2.0,,1.0,,,17,32,5,1039.435937,2,3.0
265,333,2024-10-01_14-23-11_000.mov,,,1.0,,,,,,,,4.0,19.0,1.0,1557.52943,1.0,1.0,1.0,,,,4,19,1,1557.52943,1,1.0
266,334,2024-10-28_10-36-22_000.mov,,,1.0,,,,,,,,22.0,19.0,6.0,510.9309166,3.0,1.0,1.0,,,,22,19,6,510.9309166,3,1.0
267,335,2024-10-28_15-21-57_000.mov,,,,1.0,,,,,,,2.0,17.0,0.0,1680.332256,1.0,3.0,,1.0,,walks fast to the owner,2,17,0,1680.332256,1,3.0
268,336,2024-10-29_11-19-09_000.mov,,,1.0,,,,,,,,4.0,41.0,6.0,1512.336895,1.0,1.0,,,1.0,,4,41,6,1512.336895,1,2.0
269,337,2024-10-29_11-21-12_000.mov,,,,1.0,,,,,,,5.0,14.0,1.0,1349.018267,1.0,3.0,,1.0,,,5,14,1,1349.018267,1,3.0
270,338,2024-10-31_11-26-27_000.mov,,,,,1.0,,,probably was blind but lucky,,,25.0,37.0,8.0,851.7093573,2.0,2.0,1.0,,,,25,37,8,851.7093573,2,1.0
271,339,2024-11-01_11-05-33_000.mov,,,,1.0,,,,could have decreased vision,,,23.0,54.0,8.0,970.0978708,2.0,3.0,,,1.0,,23,54,8,970.0978708,2,2.0
272,340,2024-12-02_10-38-55_000.mov,,,1.0,,,,,,,,7.0,24.0,6.0,1050.413485,1.0,1.0,1.0,,,,7,24,6,1050.413485,1,1.0
273,341,2024-12-10_13-14-51_000.mov,,,,1.0,,,,could have decreased vision,,,3.0,15.0,2.0,1307.012383,1.0,3.0,,1.0,,,3,15,2,1307.012383,1,3.0
274,342,2024-12-12_09-36-29_000.mov,,,,1.0,,,,,,,2.0,9.0,0.0,1135.948388,1.0,3.0,,1.0,,,2,9,0,1135.948388,1,3.0
275,343,2024-12-16_10-10-43_000.mov,,,1.0,,,,,probably it could see big objects or a single eye was somehow visual,,,38.0,53.0,13.0,791.1562078,2.0,1.0,1.0,,,,38,53,13,791.1562078,2,1.0
276,344,2024-12-17_12-23-51_000.mov,,,,,1.0,,,there is no enough data,,,31.0,38.0,9.0,712.4149496,2.0,2.0,,,1.0,relies on owner voice,31,38,9,712.4149496,2,2.0
277,345,2024-12-17_17-35-27_000.mov,,,,1.0,,,,,,,16.0,62.0,5.0,1471.975921,2.0,3.0,,1.0,,,16,62,5,1471.975921,2,3.0
