,Unnamed: 0,Filename,Unnamed: 1,Unnamed: 2,Blind_x,Visual_x,Visually Impaired_x,Unnamed: 6,Unnamed: 7,Comment_x,Unnamed: 9,Assign value 1 in the category for which you believe dog belongs based on the results of the visual maze testing,Preemptive Navigation_x,Reactive Turn_x,Disoriented Circling_x,Mean Speed (pixels/sec)_x,Visual Status_x,Expert Status,Blind_y,Visual_y,Visually Impaired_y,Comment_y,Preemptive Navigation_y,Reactive Turn_y,Disoriented Circling_y,Mean Speed (pixels/sec)_y,Visual Status_y,Non-Expert Status
113,181,2021-07-01_10-53-40_000.mov,,,1.0,,,,,,,,22.0,61.0,8.0,1201.008537,2.0,1.0,1.0,,,,22,61,8,1201.008537,2,1.0
114,182,2021-07-01_11-50-16_000.mov,,,,,1.0,,,almost blind but could see big black things,,,22.0,41.0,7.0,947.697131,2.0,2.0,1.0,,,,22,41,7,947.697131,2,1.0
115,183,2021-07-02_12-47-45_000.mov,,,,1.0,,,,,,,10.0,25.0,2.0,1193.923241,2.0,3.0,,,1.0,Walks slow,10,25,2,1193.923241,2,2.0
116,184,2021-07-06_10-57-46_000.mov,,,,1.0,,,,,,,35.0,32.0,6.0,705.6928472,2.0,3.0,,,1.0,Walks without orientation,35,32,6,705.6928472,2,2.0
117,185,2021-07-08_12-26-13_000.mov,,,1.0,,,,,,,,49.0,48.0,5.0,654.3087117,2.0,1.0,1.0,,,,49,48,5,654.3087117,2,1.0
118,186,2021-07-12_11-04-54_000.mov,,,1.0,,,,,,,,26.0,27.0,10.0,713.7542687,2.0,1.0,1.0,,,,26,27,10,713.7542687,2,1.0
119,187,2021-07-19_10-02-03_000.mov,,,1.0,,,,,,,,29.0,46.0,9.0,1015.100991,2.0,1.0,1.0,,,,29,46,9,1015.100991,2,1.0
120,188,2021-07-19_16-16-36_000.mov,,,1.0,,,,,,,,17.0,47.0,4.0,1469.630592,2.0,1.0,1.0,,,,17,47,4,1469.630592,2,1.0
121,189,2021-07-26_11-40-39_000.mov,,,1.0,,,,,,,,26.0,63.0,5.0,1071.714311,2.0,1.0,1.0,,,,26,63,5,1071.714311,2,1.0
122,190,2021-07-26_16-58-23_000.mov,,,,,1.0,,,almost blind but could see big black things,,,27.0,72.0,13.0,1262.790638,2.0,2.0,1.0,,,,27,72,13,1262.790638,2,1.0
123,191,2021-08-06_09-39-22_000.mov,,,1.0,,,,,,,,15.0,52.0,7.0,1146.468309,2.0,1.0,1.0,,,,15,52,7,1146.468309,2,1.0
